stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
GRAGRANN,GRAGRANN,GRANNYWHITE PIKE & GRANDVIEW DR NB,GRANNY WHITE PIKE & GRANDVIEW DR,36.107656,-86.794002,,,,,,
KINTEMWF,KINTEMWF,KINGS LN & TEMPLE CHURCH PARK-N-RIDE,KINGS LN & CLARKSVILLE PIKE,36.217997,-86.843251,,,,,,
1AVSHESN,1AVSHESN,1ST AVE & SHELBY PED BRIDGE SB,1ST AVE S & #13 ALY,36.161491,-86.77392,,,,,,
WOON1SWF,WOON1SWF,WOODLAND ST & N 1ST ST WB,,36.168943,-86.772877,,,,,,
MONTVIEW,MONTVIEW,HWY 70 S & MONTVIEW CONDOS WB,STATE HWY 1 & HARDING PIKE,36.079646,-86.904175,,,,,,
GXO7AVEF,GXO7AVEF,MAIN STREET STATION OUTBOUND,809 MAIN ST & NEILL AVE,36.175601,-86.757931,,,,,,1
GXI7AVEN,GXI7AVEN,MAIN STREET STATION INBOUND,811 MAIN ST & NEILL AVE,36.17582,-86.757864,,,,,,0
GXOFIVEF,GXOFIVEF,FIVE POINTS STATION OUTBOUND,,36.17955,-86.750132,,,,,,1
GXIFIVEN,GXIFIVEN,FIVE POINTS STATION INBOUND,,36.179675,-86.750244,,,,,,1
GXOEASTF,GXOEASTF,EASTLAND STATION OUTBOUND,,36.183987,-86.748178,,,,,,1
GXIEASTN,GXIEASTN,EASTLAND STATION INBOUND,,36.183487,-86.748559,,,,,,1
GXODOUGN,GXODOUGN,DOUGLAS STATION OUTBOUND,,36.19312,-86.744077,,,,,,1
GXIDOUGN,GXIDOUGN,DOUGLAS STATION INBOUND,,36.19279,-86.744381,,,,,,1
GXOGREEN,GXOGREEN,GREENFIELD STATION OUTBOUND,3405 GALLATIN PIKE & HOME RD,36.21007,-86.733544,,,,,,1
GXIGREEF,GXIGREEF,GREENFIELD STATION INBOUND,3407 GALLATIN PIKE & HOME RD,36.210362,-86.733625,,,,,,1
GXOINGLN,GXOINGLN,INGLEWOOD STATION OUTBOUND,,36.225685,-86.725413,,,,,,0
GXOEHILN,GXOEHILN,EAST HILL STATION OUTBOUND,GALLATIN PIKE & LITTON AVE,36.203226,-86.738674,,,,,,1
GXIEHILF,GXIEHILF,EAST HILL STATION INBOUND,,36.203663,-86.738539,,,,,,1
GXIINGF,GXIINGF,INGLEWOOD STATION INBOUND,,36.224016,-86.725718,,,,,,1
GXOWALTF,GXOWALTF,WALTON STATION OUTBOUND,1501 GALLATIN PIKE & WALTON LANE,36.238619,-86.723813,,,,,,
GXIWALTF,GXIWALTF,WALTON STATION INBOUND,,36.23806,-86.724213,,,,,,1
GXODUEWF,GXODUEWF,DUE WEST STATION OUTBOUND,,36.248611,-86.719893,,,,,,1
GXOEDGEF,GXOEDGEF,EDGEMEADE STATION OUTBOUND,,36.279747,-86.708554,,,,,,0
GXIEDGEN,GXIEDGEN,EDGEMEADE STATION INBOUND,,36.27989,-86.708677,,,,,,0
GXOMYANN,GXOMYANN,MYATT STATION OUTBOUND,,36.295411,-86.700358,,,,,,0
GXIMYASF,GXIMYASF,MYATT STATION INBOUND,,36.295703,-86.700551,,,,,,0
GXORIVEN,GXORIVEN,RIVERGATE STATION OUTBOUND,,36.300827,-86.694508,,,,,,1
GXIRIVEF,GXIRIVEF,RIVERGATE STATION,,36.30047,-86.69561,,,,,,0
GXIDUESN,GXIDUESN,DUE WEST STATION INBOUND,,36.24887,-86.719915,,,,,,1
BRO12AEF,BRO12AEF,BROADWAY AVE & 12TH AVE EB,US HWY 70 & STATE HWY 24,36.15665,-86.787086,,,,,,0
HILLOMNF,HILLOMNF,HILLSBORO PIKE & LOMBARDY AVE NB,US HWY 431 & LOMBARDY AVE,36.120879,-86.807759,,,,,,
KHLSHV,KHLSHV,KOHLS - HENDERSONVILLE,,36.332904,-86.624374,,,,,,
MTAMCC,MTAMCC,CENTRAL,UNNAMED,36.166527,-86.781468,,,1,,,0
DOLL,DOLL,NOLENSVILLE PIKE & HICKORYVIEW DR,,36.048934,-86.713854,,,,,,0
WHAPERNN,WHAPERNN,WHARF AVE & PERKINS ST NB,CHARLES E DAVIS BLVD & PERKINS ST,36.147292,-86.762695,,,,,,
5AVCHANN,5AVCHANN,5TH AVE & CHARLOTTE AVE NB,5TH AVE N & CHARLOTTE AVE,36.165679,-86.781727,,,,,,
7AVHARNN,7AVHARNN,7TH & HARRSION NB,708 7TH AVE,36.16854,-86.786736,,,,,,
BRAWIRSF,BRAWIRSF,BRANSFORD AVE & WEST IRIS DR SB,BRANSFORD AVE & E IRIS DR,36.116201,-86.766448,,,,,,
GXOMADWG,GXOMADWG,MADISON STATION OUTBOUND,665 GALLATIN PIKE S & NEELYS BEND RD,36.256502,-86.71411,,,,,,1
GXIMADLB,GXIMADLB,MADISON STATION INBOUND,,36.257412,-86.714068,,,,,,1
ROWCROWN,ROWCROWN,ROWAN DR & CROUCH DR WB,,36.219096,-86.817692,,,,,,
LEBCRAEN,LEBCRAEN,LEBANON PIKE & CRAIGMEADE DR EB,LEBANON RD & US HWY 70,36.167908,-86.691479,,,,,,
BRALIGSF,BRALIGSF,BRANSFORD AVE & LIGON DR SB,BRANSFORD AVE & BERRY RD,36.121755,-86.765561,,,,,,0
4AMCCPLZ,4AMCCPLZ,4TH AVE & MCC PLAZA,RAMP & 4TH AVE N,36.167286,-86.781334,,,,,,0
HAR5AEN,HAR5AEN,HARRISON ST & 5TH AVE EB,,36.170108,-86.784722,,,,,,0
4AVUNISN,4AVUNISN,4TH AVE & UNION ST SB,4TH AVE N & DEADERICK ST,36.16517,-86.779943,,,,,,1
11A12ASN,11A12ASN,11TH AVE & 12TH AVE SB,11TH AVE S & 12TH AVE S,36.152044,-86.784228,,,,,,0
BRO3AWN,BRO3AWN,BROADWAY AVE & 3RD AVE WB,US HWY 70 & 3RD AVE N,36.161616,-86.77595,,,,,,
12ALAUNN,12ALAUNN,12TH AVE & LAUREL ST NB,12TH AVE S & LAUREL ST,36.15358,-86.785484,,,,,,
BRAHEANF,BRAHEANF,BRANSFORD AVE & HEATHER PL NB,,36.113067,-86.766875,,,,,,0
POWPOWSN,POWPOWSN,POWELL AVE & POWELL PL SB,,36.108423,-86.765856,,,,,,
ARDMcGSW,ARDMcGSW,ARDEE AVE & MCGAVOCK PIKE SB,1480 ARDEE AVE,36.2104,-86.714225,,,,,,
CHTWRSSE,CHTWRSSE,CHEYENNE BLVD SENIOR TOWERS,,36.254719,-86.672748,,,,,,
OHRIOVSW,OHRIOVSW,OLD HICKORY BLVD PAST RIO VISTA WB,,36.262388,-86.680929,,,,,,
BAPHAYN,BAPHAYN,BAPTIST WORLD CENTER DR. & HAYNES MEADE CIR NB,,36.202481,-86.788702,,,,,,
NEEHOWEN,NEEHOWEN,NEELYS BEND RD & HOWSE AVE EB,,36.253312,-86.698326,,,,,,0
NEENEEEF,NEENEEEF,NEELYS BEND RD & NEELYS CHASE DR EB,,36.254815,-86.702031,,,,,,0
NEEJAPEF,NEEJAPEF,NEELYS BEND RD & JASPERSON DR EB,,36.247943,-86.682633,,,,,,0
CHECHENN,CHECHENN,CHEYENNE BLVD & CANTON PASS NB,,36.249581,-86.670072,,,,,,
CHEMANNN,CHEMANNN,CHEYENNE BLVD & HIDDEN ACRES APTS NB,,36.256277,-86.674733,,,,,,
SANLONNN,SANLONNN,SANDHURST DR & LONDON BRIDGE RD NB,,36.261064,-86.678101,,,,,,
OLDFARWN,OLDFARWN,OLD HICKORY BLVD & FARRIS AVE WB,,36.262974,-86.687982,,,,,,
OLDMYAWN,OLDMYAWN,E OLD HICKORY BLVD & MYATT DR WB,,36.263129,-86.690288,,,,,,
OLD3AVWM,OLD3AVWM,OLD HICKORY & 3RD AVE,215 OLD HICKORY BLVD E,36.262587,-86.708398,,,,,,0
MYADUPNN,MYADUPNN,MYATT DR & N DUPONT AVE NB,,36.266404,-86.689977,,,,,,
ARCANDNN,ARCANDNN,ARCHWOOD DR & ANDERSON LN NB,,36.271947,-86.687387,,,,,,
DUPSEAWN,DUPSEAWN,N DUPONT AVE & SEALEY DR WB,,36.267823,-86.701859,,,,,,
DELSTRSN,DELSTRSN,DELAWARE AVE & SR 45 SB,,36.26412,-86.704469,,,,,,
GALMAPSN,GALMAPSN,GALLATIN PIKE S & MAPLE ST SB,,36.261326,-86.712671,,,,,,1
DUPARCEN,DUPARCEN,N DUPONT AVE & ARCHWOOD DR EB,,36.266161,-86.686945,,,,,,
ARCROONN,ARCROONN,ARCHWOOD DR & ROOSEVELT AVE NB,,36.268035,-86.685999,,,,,,
CXINGULC,CXINGULC,11TH AVE / N GULCH STATION INBOUND,1079 CHARLOTTE AVE,36.162295,-86.789985,,,,,,1
OLD3AVEF,OLD3AVEF,OLD HICKORY BLVD & 3RD AVE EB,,36.262552,-86.707312,,,,,,
ANDMCAWN,ANDMCAWN,ANDERSON LN & MCARTHUR DR WB,,36.272253,-86.690438,,,0,,,0
OLD4AVWF,OLD4AVWF,OLD HICKORYBLVD  & 4TH AVE EB,,36.26279,-86.705695,,,,,,0
MURKNIWF,MURKNIWF,MURFREESBORO PIKE & KNIGHT VALLEY D,,36.113099,-86.689011,,,,,,
SPFD1,SPFD1,SPRINGFIELD D/T P & R,,36.507216,-86.886086,,,,,,
SPFD2,SPFD2,SPRINGFIELD WAL MART P & R,,36.483692,-86.887631,,,,,,
JOEL,JOEL,JOELTON FAMILY DOLLAR P & R,,36.321196,-86.867084,,,,,,
WED16ASN,WED16ASN,WEDGEWOOD AVE & 16TH AVE WB,,36.136319,-86.794443,,,,,,0
EDG12AEN,EDG12AEN,EDGEHILL AVE & 12TH AVE S EB,,36.14271,-86.787292,,,,,,
31AWESSF,31AWESSF,31ST AVE & WEST END AVE SB,,36.141776,-86.815005,,,,,,0
WED21AEF,WED21AEF,WEDGEWOOD AVE & 21ST AVE EB,,36.13746,-86.800216,,,,,,0
DWMRT,DWMRT,DICKERSON RD WAL MART,,36.244207,-86.760509,,,,,,1
BRO10AEN,BRO10AEN,BROADWAY & 10TH AVE EB,937 ,36.157678,-86.78468,,,0,,,0
NOLWELSF,NOLWELSF,WALMART STATION OUTBOUND,4046 NOLENSVILLE PIKE & WELSHWOOD DR,36.082309,-86.72734,,,,,,0
HERLINSN,HERLINSN,HERMITAGE AVE & LINDSLEY AVE SB,,36.154948,-86.76389,,,,,,
ACOMASNF,ACOMASNF,ACORN DR & MASSMAN DR NB,,36.154034,-86.701612,,,,,,
ELMACOEN,ELMACOEN,ELM HILL PIKE & ACORN DR EB,,36.150256,-86.70008,,,,,,
31AWELEN,31AWELEN,31ST AVE & WELLINGTON AVE EB,,36.139709,-86.813339,,,,,,
31AWELWF,31AWELWF,31ST AVE & WELLINGTON AVE WB,,36.139736,-86.813305,,,,,,
31ANATEN,31ANATEN,31ST AVE & NATCHEZ TRC EB,,36.138647,-86.810871,,,,,,0
BLA25AEN,BLA25AEN,BLAKEMORE AVE & 25TH AVE S EB,,36.138211,-86.807159,,,,,,
BLA24AEN,BLA24AEN,BLAKEMORE AVE & 24TH AVE S EB,,36.137997,-86.805062,,,,,,
BLA23AEN,BLA23AEN,BLAKEMORE AVE & 23RD AVE S EB,,36.137809,-86.803167,,,,,,
WED18AWN,WED18AWN,WEDGEWOOD AVE & 18TH AVE S WB,,36.137212,-86.796865,,,,,,
WED21AWN,WED21AWN,WEDGEWOOD AVE & 21ST AVE S WB,,36.137605,-86.800191,,,,,,0
BLA23AWN,BLA23AWN,BLAKEMORE AVE & 23RD AVE S WB,,36.137872,-86.803089,,,,,,0
BLA25AWN,BLA25AWN,BLAKEMORE AVE & 25TH AVE S WB,,36.138273,-86.807058,,,,,,
BLANATWN,BLANATWN,BLAKEMORE AVE & NATCHEZ TRC WB,,36.138701,-86.810781,,,,,,
31AVANWF,31AVANWF,31ST AVE & VANDERBILT PL WB,,36.141531,-86.814575,,,,,,0
BLA24AWF,BLA24AWF,BLAKEMORE AVE & 24TH AVE S WB,,36.138104,-86.805545,,,,,,
SHKG,SHKG,SPRING HILL KROGER PARK N RIDE,,35.7416,-86.892874,,,,,,0
21ABROSF,21ABROSF,21ST AVE & BROADWAY AVE SB,21ST AVE S & BROADWAY,36.147948,-86.799364,,,,,,
EDGMAGEN,EDGMAGEN,EDGEHILL AVE & MAGNOLIA CIR,,36.143989,-86.799031,,,,,,
WED17AWN,WED17AWN,WEDGEWOOD AVE & 17TH AVE WB,WEDGEWOOD AVE & MAGNOLIA BLVD,36.136825,-86.795508,,,,,,
DOVDICWF,DOVDICWF,DOVERSIDE DR & DICKERSON PIKE WB,,36.24406,-86.757403,,,,,,0
DICDOVSN,DICDOVSN,DICKERSON PIKE & DOVERSIDE DR SB,,36.244199,-86.756731,,,,,,
OLDCE_SN,OLDCE_SN,OLD HICKORY BLVD & CENTRAL PIKE  SB,,36.173863,-86.602327,,,,,,
OLDCENNF,OLDCENNF,OLD HICKORY BLVD & CENTRAL PIKE NB,,36.173917,-86.602159,,,,,,
WHIVINSN,WHIVINSN,WHITE BRIDGE PIKE & VINE RIDGE DR S,,36.135372,-86.85843,,,,,,0
NOLWELNN,NOLWELNN,WALMART STATION INBOUND,,36.082032,-86.726914,,,,,,1
HER16AWN,HER16AWN,HERMAN ST & 16TH AVE N WB,,36.165526,-86.800157,,,,,,
GARDELNN,GARDELNN,GARFIELD ST & DELTA AVE  NB,9TH AVE & DELTA AVE,36.17978,-86.798754,,,,,,0
TEN50AWN,TEN50AWN,TENNESSEE AVE & 50TH AVE WB,,36.161028,-86.847693,,,,,,
UNI2AEF,UNI2AEF,UNION ST & 2ND AVE EB,,36.166036,-86.777419,,,,,,0
BRIWORNF,BRIWORNF,BRIARVILLE RD & WORTH ST NB,,36.243538,-86.736359,,,,,,0
3AVHARNN,3AVHARNN,3RD AVE & HARRISON ST NB,,36.171076,-86.782103,,,,,,
3AVSTONN,3AVSTONN,3RD AVE & STOCKYARD BLVD NB,,36.17214,-86.782792,,,,,,
5AVJACNN,5AVJACNN,5TH AVE & JACKSON ST NB,,36.172894,-86.786404,,,,,,0
28ACHASF,28ACHASF,28TH AVE & CHARLOTTE AVE SB,,36.153539,-86.818245,,,,,,0
28ACHANF,28ACHANF,28TH AVE & CHARLOTTE AVE NB,,36.154331,-86.818228,,,,,,0
POWBRASF,POWBRASF,POWELL AVE & BRANSFORD AVE SB,,36.109932,-86.766778,,,,,,0
BURWALEF,BURWALEF,BURTON ST & WALNUT ST EB,,35.849241,-86.393012,,,,,,
MORBRISN,MORBRISN,MOOREWOOD DR & BRICKMONT CT SB,,36.246686,-86.773049,,,,,,
CLA18ASN,CLA18ASN,CLARKSVILLE PIKE & 18TH AVE SB,,36.182686,-86.812368,,,,,,
DBTBUCSN,DBTBUCSN,DR DB TODD BLVD & BUCHANAN ST SB,1803 DR DB TODD JR BLVD & BUCHANAN ST,36.180193,-86.811179,,,,,,0
DBTWHESN,DBTWHESN,DR DB TODD BLVD & WHELESS ST SB,,36.176207,-86.809511,,,,,,
DBTUNDSN,DBTUNDSN,DR DB TODD BLVD & UNDERWOOD ST SB,,36.173382,-86.808281,,,,,,
DBTJEFSN,DBTJEFSN,DR DB TODD BLVD & JEFFERSON ST SB,,36.169563,-86.806748,,,,,,0
33AALBSN,33AALBSN,33 RD AVE N & ALBION ST SB,,36.163356,-86.826119,,,,,,
ALB30AEN,ALB30AEN,ALBION ST & 30TH AVE N EB,,36.163833,-86.822378,,,,,,
28AHERSN,28AHERSN,28TH AVE N & HERMAN ST SB,,36.161674,-86.819315,,,,,,
28ACLISN,28ACLISN,28TH AVE N & CLIFTON AVE SB,,36.158825,-86.818629,,,,,,
31ALONSN,31ALONSN,31ST AVE N & LONG BLVD SB,,36.146548,-86.816414,,,,,,
31ABURNN,31ABURNN,31ST AVE N & BURCH AVE NB,,36.146209,-86.816324,,,,,,
28ATORNF,28ATORNF,28TH AVE N & TORBETT ST NB,671 28TH AVE & TORBETT ST,36.158245,-86.818531,,,,,,0
28AHERNN,28AHERNN,28TH AVE N & HERMAN ST NB,,36.161575,-86.819214,,,,,,
ALB33AWN,ALB33AWN,ALBION ST & 33RD AVE N WB,,36.163323,-86.825945,,,,,,
DBTUNDNN,DBTUNDNN,DR DB TODD BLVD & UNDERWOOD ST NB,,36.173302,-86.808157,,,,,,
DBTWHENN,DBTWHENN,DR DB TODD BLVD & WHELESS ST NB,,36.175891,-86.809247,,,,,,
DBTBUCNN,DBTBUCNN,DR DB TODD BLVD & BUCHANAN ST NB,1789 DR DB TODD JR BLVD & BUCHANAN ST,36.179973,-86.810904,,,,,,0
DBTSEINN,DBTSEINN,DR DB TODD BLVD & SEIFIED ST NB,,36.182114,-86.811986,,,,,,
DICMULNN,DICMULNN,DICKERSON PIKE & MULBERRY DOWNS CIR,,36.251065,-86.757218,,,,,,
HUNYOEEN,HUNYOEEN,HUNTERS LN & YOEST DR EB,,36.27798,-86.753355,,,,,,
MURSTOEN,MURSTOEN,MURFREESBORO PIKE & STONES RIVER RD,,36.01921,-86.573521,,,,,,
MURVETEF,MURVETEF,MURFREESBORO PIKE & VETERANS MEMORIAL,,36.016241,-86.561595,,,,,,
NHIEBUNF,NHIEBUNF,N HIGHLAND AVE & E BURTON ST NB,,35.84836,-86.383141,,,,,,
NHIEBUSN,NHIEBUSN,N HIGHLAND AVE & E BURTON ST SB,,35.848414,-86.383297,,,,,,
MURVETWN,MURVETWN,MURFREESBORO PIKE & VETERANS MEMORI,,36.016652,-86.561482,,,,,,
28APARNN,28APARNN,28TH AVE & PARK PLZ NB,,36.149914,-86.817829,,,,,,0
28APARSF,28APARSF,28TH AVE & PARK PLZ SB,,36.149861,-86.817851,,,,,,
25ACLASN,25ACLASN,25TH AVE & CLARKSVILLE PIKE SB,,36.185908,-86.817295,,,,,,
26ADOWNN,26ADOWNN,26TH AVE & DOWLAN ST NB,,36.188345,-86.818317,,,,,,
DOW25AEN,DOW25AEN,DOWLAN ST & 25TH AVE EB,,36.188321,-86.816946,,,,,,
MXOMCCTR,MXOMCCTR,CONVENTION CENTER STATION OUTBOUND,,36.159257,-86.776124,,,,,,1
MXOWHARF,MXOWHARF,WHARF STATION OUTBOUND,,36.148839,-86.76271,,,,,,1
MXOELMHI,MXOELMHI,ELM HILL STATION OUTBOUND,,36.144475,-86.749604,,,,,,1
MXOFOSTE,MXOFOSTE,FOSTER STATION OUTBOUND,,36.140994,-86.739126,,,,,,1
MXOTHOMP,MXOTHOMP,THOMPSON STATION OUTBOUND,,36.128164,-86.713199,,,,,,1
MXOGLENG,MXOGLENG,GLENGARRY STATION OUTBOUND,,36.121149,-86.704215,,,,,,1
MXODONEL,MXODONEL,DONELSON/DELL STATION OUTBOUND,,36.105615,-86.672004,,,,,,1
MXONASHB,MXONASHB,NASHBORO STATION OUTBOUND,,36.088579,-86.649765,,,,,,1
MXOBELL,MXOBELL,BELL STATION OUTBOUND,,36.07199,-86.636496,,,,,,1
MXOZELID,MXOZELID,ZELIDA STATION OUTBOUND,,36.055201,-86.642465,,,,,,1
MXOMTVIE,MXOMTVIE,MOUNT VIEW STATION OUTBOUND,,36.050377,-86.648455,,,,,,1
MXIMTVIE,MXIMTVIE,MOUNT VIEW STATION INBOUND,,36.050198,-86.648198,,,,,,1
MXIZELID,MXIZELID,ZELIDA STATION INBOUND,,36.055495,-86.642172,,,,,,1
MXIBELL,MXIBELL,BELL STATION INBOUND,,36.072696,-86.636775,,,,,,1
MXINASHB,MXINASHB,NASHBORO STATION INBOUND,,36.088293,-86.649284,,,,,,1
MXIDONEL,MXIDONEL,DONELSON/DELL STATION INBOUND,,36.106276,-86.672801,,,,,,1
MXIGLENG,MXIGLENG,GLENGARRY STATION INBOUND,,36.121215,-86.703814,,,,,,1
MXITHOMP,MXITHOMP,THOMPSON STATION INBOUND,,36.127172,-86.711441,,,,,,1
MXIFOSTE,MXIFOSTE,FOSTER STATION INBOUND,,36.141554,-86.740261,,,,,,1
MXIELMHI,MXIELMHI,ELM HILL STATION INBOUND,,36.144938,-86.750456,,,,,,1
MXIWHARF,MXIWHARF,WHARF STATION INBOUND,,36.14886,-86.762226,,,,,,1
MXOFULTN,MXOFULTN,FULTON STATION OUTBOUND,,36.153405,-86.772328,,,,,,1
PORGRESF,PORGRESF,PORTER RD & GREENWOOD AVE SB,,36.188328,-86.729427,,,,,,0
MXOPLUSP,MXOPLUSP,PLUS PARK STATION OUTBOUND,,36.13434,-86.723268,,,,,,1
MXIPLUSP,MXIPLUSP,PLUS PARK STATION INBOUND,,36.134477,-86.722961,,,,,,1
LEBEASWN,LEBEASWN,LEBANON PIKE & EASTHAVEN TOWNHOMES,,36.163373,-86.699707,,,,,,0
LEBOMOWF,LEBOMOWF,LEBANON PIKE & OMOHUNDRO DR WB,1884 LEBANON PIKE,36.15688,-86.709648,,,,,,0
HERDECEN,HERDECEN,HERMITAGE AVE & DECATUR ST EB,,36.153558,-86.753688,,,,,,
HERMIDWF,HERMIDWF,HERMITAGE AVE & MIDDLETON ST WB,,36.156129,-86.767343,,,,,,
LEBOMHWN,LEBOMHWN,LEBANON PIKE & OMOHUNDRO PL WB,,36.154492,-86.739533,,,,,,
H70MONEF,H70MONEF,HWY 70 & MONTVIEW CONDOS EB,,36.079799,-86.903128,,,,,,0
H70FORWM,H70FORWM,HWY 70 & FOREST PARK APARTMENTS WB,,36.077611,-86.911923,,,,,,0
H70FOREM,H70FOREM,HWY 70 & FOREST PARK APARTMENTS EB,,36.077373,-86.912033,,,,,,0
H70OLDWN,H70OLDWN,HWY 70 & OLD HICKORY BLVD WB,,36.074995,-86.919547,,,,,,0
SAWPLASM,SAWPLASM,SAWYER BROWN RD & PLANTATION CT SB,,36.07497,-86.946076,,,,,,
TODSAWEF,TODSAWEF,TODD PREIS DR & SAWYER BROWN RD EB,,36.07089,-86.946694,,,,,,
H70HILWN,H70HILWN,HWY 70 & HILLMEAD APTS WB,,36.080411,-86.901534,,,,,,
MCGGALWN,MCGGALWN,MCGAVOCK PIKE & GALLATIN PIKE WB,1109 MCGAVOCK PIKE & THOMAS AVE,36.205043,-86.73737,,,,,,0
KOR4AVWN,KOR4AVWN,KOREAN VETS BLVD & 4TH AVE WB,,36.157299,-86.774558,,,,,,0
KOR6AVWN,KOR6AVWN,KOREAN VETS BLVD & 6TH AVE WB,,36.156039,-86.77717,,,,,,0
RIVHANSF,RIVHANSF,RIVERSIDE DR & HANOVER RD SB,,36.20271,-86.722726,,,,,,0
RIVDORSN,RIVDORSN,RIVERSIDE DR & DORCHESTER AVE SB,,36.198326,-86.723246,,,,,,0
PORBRASN,PORBRASN,PORTER RD & BRANCH ST SB,,36.194374,-86.725677,,,,,,
PORMCKSF,PORMCKSF,PORTER RD & MCKENNELL DR SB,1491 PORTER RD & MCKENNELL DR,36.193057,-86.72665,,,,,,0
PORMC_SF,PORMC_SF,PORTER RD & MCKENNIE AVE SB,,36.189793,-86.728706,,,,,,
PORTILSF,PORTILSF,PORTER RD & TILLMAN LN SB,,36.184954,-86.731504,,,,,,
PLSNTVW,PLSNTVW,PLEASANT VIEW PARK-&-RIDE,,36.390575,-87.020703,,,,,,
VAIBRIEF,VAIBRIEF,VAILVIEW DR & BRICKDALE LN EB,,36.235422,-86.772989,,,,,,0
DICALHNN,DICALHNN,DICKERSON PIKE & ALHAMBRA CIR NB,,36.219661,-86.762272,,,,,,
COUHOSWN,COUHOSWN,COUNTY HOSPITAL RD & HOSPITAL LN WB,3303 HOSPITAL LN & COUNTY HOSPITAL RD,36.1827,-86.845591,,,,,,0
HAMRIVNM,HAMRIVNM,HAMILTON RD S & RIVER DR NB,,36.192671,-86.831987,,,,,,
HER12AEN,HER12AEN,HERMAN ST & 12TH AVE N EB,,36.167152,-86.796343,,,,,,
CAMCOUSF,CAMCOUSF,CAMILLA CALDWELL LN & COUNTY HOSPITAL RD SB,,36.182449,-86.847812,,,,,,
21AHERSN,21AHERSN,21ST AVE & HERMOSA ST SB,,36.163744,-86.808549,,,,,,
40APRENN,40APRENN,40TH AVE & PRESTON TAYLOR PL NB,,36.160248,-86.835421,,,,,,
44AWALSM,44AWALSM,44TH AVE & WALTER S DAVIS BLVD SB,,36.162389,-86.840223,,,,,,
JON29AWF,JON29AWF,JOHN A MERRITT BLVD & 29TH AVE WB,,36.167968,-86.821943,,,,,,
STOBUEWF,STOBUEWF,STOKERS LN & BUENA VISTA PK WB,,36.211364,-86.81844,,,,,,
CLAFAISF,CLAFAISF,CLARKSVILLE PIKE & FAIRVIEW DR SB,,36.209909,-86.839283,,,,,,0
23RBUCSN,23RBUCSN,23RD AVE & BUCHANAN ST SB,,36.180613,-86.814645,,,,,,
ELMFESEN,ELMFESEN,ELM HILL PIKE & FESSLERS LN EB,,36.144609,-86.744305,,,,,,0
ELMTWIEM,ELMTWIEM,ELM HILL PIKE & TWIN ELMS CT EB,,36.14382,-86.735244,,,,,,0
ELMMASEM,ELMMASEM,ELM HILL PIKE & MASSMAN DR EB,,36.144372,-86.714676,,,,,,0
MASAPPEN,MASAPPEN,MASSMAN DR & APPLETON DR EB,,36.151868,-86.706572,,,,,,
MASAPPWM,MASAPPWM,MASSMAN DR & APPLETON DR WB,,36.152786,-86.704462,,,,,,
MASMAPWF,MASMAPWF,MASSMAN DR & MAPLELEAF DR WB,,36.150717,-86.709254,,,,,,
ELMELMEF,ELMELMEF,ELM HILL PIKE & ELM TREE DR EB,,36.145528,-86.706175,,,,,,0
ELMAIREN,ELMAIREN,ELM HILL PIKE & AIR LANE DR EB,,36.150263,-86.698039,,,,,,0
DONSHANM,DONSHANM,DONELSON PIKE & SHACLETT DR NB,,36.144049,-86.66659,,,,,,0
ELMWANWM,ELMWANWM,ELM HILL PIKE & WANDA DR WB,2142 ELM HILL PIKE & SANBORN DR,36.150845,-86.69316,,,,,,0
ELMAPPSF,ELMAPPSF,ELM HILL PIKE & APPLETON DR SB,,36.148937,-86.703446,,,,,,0
ELMAIRWF,ELMAIRWF,ELM HILL PIKE & AIR LANE DR WB,,36.145617,-86.706264,,,,,,
ELMMASW_,ELMMASW_,ELM HILL PIKE & MASSMAN DR WB,,36.144995,-86.710874,,,,,,0
ELMTWIWF,ELMTWIWF,ELM HILL PIKE & TWIN ELMS CT WB,,36.144151,-86.738014,,,,,,0
ELMFESWF,ELMFESWF,ELM HILL PIKE & FESSLERS LN WB,,36.144832,-86.745056,,,,,,
12ACARSF,12ACARSF,12TH AVE & CARUTHERS AVE SB,,36.125596,-86.789441,,,,,,
GRAKIRNN,GRAKIRNN,GRANNY WHITE PIKE & KIRKWOOD AVE NB,,36.120711,-86.790472,,,,,,
ACK12AWN,ACK12AWN,ACKLEN AVE & S 12TH AVE NB,,36.133909,-86.78869,,,,,,
5AVHARSN,5AVHARSN,5TH AVE & HARRISON ST SB,,36.17017,-86.784767,,,,,,
REVROWWN,REVROWWN,REVELS DR & ROWAN DR WB,,36.222813,-86.809262,,,,,,0
ROWBONWN,ROWBONWN,ROWAN DR & BONTEMPS DR WB,,36.219615,-86.815155,,,,,,
ROWBONEF,ROWBONEF,ROWAN DR & BONTEMPS DR EB,,36.219552,-86.815121,,,,,,
LYTBOYNN,LYTBOYNN,LYTLE DR & BOYD DR NB,,36.222513,-86.827134,,,,,,
WHILUZSN,WHILUZSN,WHITES CREEK PIKE & LUZON ST SB,,36.210386,-86.796541,,,,,,0
BATMEASN,BATMEASN,BAPTIST WORLD CENTER DR & MEADE DR SB,,36.203172,-86.789223,,,,,,
FREVANSM,FREVANSM,FRENCH LANDING DR & VANTAGE WAY SB,,36.190411,-86.797513,,,,,,0
